,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
246,40-44,Male,United States of America,Master,Machine Learning Engineer,0-49 employees,1-2,Recently-started,2020,100000.0,124999.0
247,35-39,Male,Brazil,Professional degree,Data Analyst,"10,000 or more employees",20+,Exploring,2020,10001.0,20000.0
248,40-44,Male,United States of America,Master,Business Analyst,"1000-9,999 employees",20+,Recently-started,2020,300000.0,500000.0
249,30-34,Male,Japan,Bachelor,Software Engineer,50-249 employees,0,Never,2020,30000.0,39999.0
250,30-34,Male,India,Master,Data Analyst,"1000-9,999 employees",5-9,Well-establised,2020,10001.0,20000.0
251,50-54,Male,United States of America,Master,Statistician,"10,000 or more employees",20+,Well-establised,2020,150000.0,199999.0
252,40-44,Male,Taiwan,Master,Research Scientist,250-999 employees,3-4,Exploring,2020,10001.0,20000.0
253,35-39,Male,Nigeria,Master,Software Engineer,50-249 employees,3-4,Exploring,2020,50000.0,59999.0
254,35-39,Female,South Africa,Doctoral,Data Scientist,0-49 employees,3-4,Never,2020,30000.0,39999.0
255,45-49,Male,Chile,Master,Product/Project Manager,"1000-9,999 employees",10-14,Exploring,2020,60000.0,69999.0
256,25-29,Male,Brazil,Master,Software Engineer,"10,000 or more employees",3-4,Exploring,2020,10001.0,20000.0
257,25-29,Male,France,Master,Data Scientist,"10,000 or more employees",15-19,Others,2020,40000.0,49999.0
258,35-39,Male,Japan,Doctoral,Data Scientist,"10,000 or more employees",5-9,Well-establised,2020,50000.0,59999.0
259,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,50-249 employees,1-2,Exploring,2020,70000.0,79999.0
260,18-21,Male,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2020,10001.0,20000.0
261,30-34,Female,Philippines,Master,Data Analyst,0-49 employees,1-2,Others,2020,30000.0,39999.0
262,40-44,Male,Russia,Master,Product/Project Manager,50-249 employees,0,Never,2020,20001.0,30000.0
263,25-29,Male,India,Master,Data Analyst,250-999 employees,0,Exploring,2020,10001.0,20000.0
264,35-39,Male,France,Master,Product/Project Manager,"10,000 or more employees",1-2,Exploring,2020,40000.0,49999.0
265,45-49,Male,Germany,High School,Data Scientist,0-49 employees,5-9,Recently-started,2020,150000.0,199999.0
266,30-34,Male,Poland,Master,Data Scientist,50-249 employees,20+,Well-establised,2020,50000.0,59999.0
267,50-54,Male,Ukraine,Master,Business Analyst,0-49 employees,0,Never,2020,30000.0,39999.0
268,40-44,Male,Brazil,Bachelor,Software Engineer,0-49 employees,1-2,Exploring,2020,70000.0,79999.0
269,35-39,Male,United States of America,Bachelor,Business Analyst,50-249 employees,3-4,Others,2020,60000.0,69999.0
270,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,"10,000 or more employees",5-9,Well-establised,2020,50000.0,59999.0
271,60-69,Male,Australia,Doctoral,Machine Learning Engineer,0-49 employees,1-2,Others,2020,40000.0,49999.0
272,60-69,Male,Belgium,Master,Product/Project Manager,250-999 employees,3-4,Recently-started,2020,50000.0,59999.0
273,35-39,Female,United States of America,Master,Research Scientist,0-49 employees,1-2,Never,2020,40000.0,49999.0
274,35-39,Female,Malaysia,Doctoral,Data Scientist,250-999 employees,3-4,Well-establised,2020,20001.0,30000.0
275,30-34,Male,Japan,Doctoral,Data Scientist,0-49 employees,1-2,Others,2020,60000.0,69999.0
276,50-54,Male,Italy,Master,Product/Project Manager,"10,000 or more employees",1-2,Exploring,2020,100000.0,124999.0
277,30-34,Male,United Arab Emirates,Master,Software Engineer,0-49 employees,0,Exploring,2020,60000.0,69999.0
278,40-44,Male,Italy,Master,Data Scientist,"1000-9,999 employees",10-14,Others,2020,100000.0,124999.0
279,30-34,Male,Japan,Bachelor,Data Analyst,"1000-9,999 employees",10-14,Others,2020,40000.0,49999.0
280,30-34,Female,United States of America,Bachelor,Data Scientist,50-249 employees,1-2,Others,2020,150000.0,199999.0
281,45-49,Male,Sweden,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2020,60000.0,69999.0
282,30-34,Male,Canada,Master,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2020,70000.0,79999.0
283,40-44,Male,China,Doctoral,Data Scientist,"10,000 or more employees",20+,Recently-started,2020,100000.0,124999.0
284,30-34,Male,Switzerland,Master,Data Analyst,"10,000 or more employees",1-2,Never,2020,100000.0,124999.0
285,35-39,Male,Australia,Bachelor,Product/Project Manager,"1000-9,999 employees",0,Exploring,2020,100000.0,124999.0
286,25-29,Male,India,Bachelor,Machine Learning Engineer,"1000-9,999 employees",1-2,Recently-started,2020,10001.0,20000.0
287,45-49,Male,Netherlands,Bachelor,Data Analyst,0-49 employees,1-2,Others,2020,50000.0,59999.0
288,35-39,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",10-14,Others,2020,150000.0,199999.0
289,70+,Male,United States of America,Doctoral,Data Analyst,"1000-9,999 employees",20+,Exploring,2020,90000.0,99999.0
290,22-24,Male,Romania,Master,Data Scientist,"1000-9,999 employees",15-19,Well-establised,2020,30000.0,39999.0
291,30-34,Male,Israel,Bachelor,Data Scientist,0-49 employees,1-2,Well-establised,2020,60000.0,69999.0
292,30-34,Male,India,Bachelor,Data Scientist,50-249 employees,20+,Well-establised,2020,20001.0,30000.0
293,25-29,Male,United States of America,Bachelor,Data Analyst,250-999 employees,1-2,Exploring,2020,50000.0,59999.0
294,55-59,Male,United States of America,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2020,125000.0,149999.0
295,22-24,Male,Thailand,Master,Data Analyst,"10,000 or more employees",20+,Recently-started,2020,10001.0,20000.0
296,35-39,Male,Canada,Doctoral,Data Scientist,250-999 employees,5-9,Well-establised,2020,125000.0,149999.0
297,70+,Male,United States of America,Doctoral,Research Scientist,0-49 employees,20+,Well-establised,2020,40000.0,49999.0
298,35-39,Male,Portugal,Master,Business Analyst,"1000-9,999 employees",5-9,Recently-started,2020,10001.0,20000.0
299,35-39,Male,France,Master,Data Scientist,50-249 employees,10-14,Recently-started,2020,80000.0,89999.0
300,45-49,Male,Brazil,Bachelor,Business Analyst,0-49 employees,0,Exploring,2020,10001.0,20000.0
301,45-49,Male,United States of America,Bachelor,Data Scientist,0-49 employees,1-2,Recently-started,2020,500000.0,
302,25-29,Female,India,Master,Research Scientist,"1000-9,999 employees",1-2,Recently-started,2020,10001.0,20000.0
303,30-34,Female,United States of America,Master,Machine Learning Engineer,50-249 employees,5-9,Well-establised,2020,150000.0,199999.0
304,45-49,Male,Japan,Some college,Software Engineer,50-249 employees,0,Never,2020,50000.0,59999.0
305,25-29,Male,Germany,Master,Machine Learning Engineer,0-49 employees,3-4,Never,2020,60000.0,69999.0
306,25-29,Male,China,Bachelor,Data Analyst,"10,000 or more employees",20+,Well-establised,2020,50000.0,59999.0
307,35-39,Male,Brazil,High School,Product/Project Manager,50-249 employees,1-2,Exploring,2020,20001.0,30000.0
308,35-39,Male,India,Master,DBA/Database Engineer,"10,000 or more employees",20+,Others,2020,10001.0,20000.0
309,35-39,Male,Germany,Doctoral,Data Scientist,"1000-9,999 employees",10-14,Others,2020,100000.0,124999.0
310,50-54,Male,India,Professional degree,Product/Project Manager,250-999 employees,5-9,Recently-started,2020,10001.0,20000.0
311,18-21,Male,Nepal,Some college,Research Scientist,0-49 employees,3-4,Recently-started,2020,150000.0,199999.0
312,40-44,Male,Brazil,Bachelor,Data Scientist,250-999 employees,3-4,Well-establised,2020,30000.0,39999.0
313,25-29,Male,India,Master,Business Analyst,"10,000 or more employees",15-19,Well-establised,2020,20001.0,30000.0
314,60-69,Male,United States of America,Doctoral,Statistician,"10,000 or more employees",20+,Recently-started,2020,300000.0,500000.0
315,30-34,Male,Brazil,Bachelor,Business Analyst,"10,000 or more employees",20+,Exploring,2020,20001.0,30000.0
316,55-59,Male,United States of America,Doctoral,Statistician,"1000-9,999 employees",20+,Recently-started,2020,150000.0,199999.0
317,40-44,Male,Argentina,Some college,Software Engineer,0-49 employees,1-2,Exploring,2020,10001.0,20000.0
318,25-29,Male,Russia,Master,Data Analyst,0-49 employees,3-4,Others,2020,10001.0,20000.0
319,40-44,Male,India,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2020,100000.0,124999.0
320,30-34,Male,India,Bachelor,Data Analyst,"10,000 or more employees",20+,Exploring,2020,10001.0,20000.0
321,22-24,Male,India,Bachelor,Data Scientist,0-49 employees,3-4,Exploring,2020,10001.0,20000.0
322,30-34,Male,Germany,Doctoral,Machine Learning Engineer,250-999 employees,5-9,Recently-started,2020,80000.0,89999.0
323,30-34,Male,India,Professional degree,Business Analyst,250-999 employees,0,Never,2020,10001.0,20000.0
324,18-21,Male,Egypt,Bachelor,Data Scientist,"1000-9,999 employees",1-2,Recently-started,2020,90000.0,99999.0
325,30-34,Male,United States of America,Bachelor,Data Engineer,"10,000 or more employees",20+,Well-establised,2020,90000.0,99999.0
326,25-29,Male,Russia,Master,Machine Learning Engineer,50-249 employees,20+,Well-establised,2020,50000.0,59999.0
327,35-39,Male,Brazil,Professional degree,Statistician,"10,000 or more employees",20+,Exploring,2020,40000.0,49999.0
328,35-39,Male,Nigeria,Some college,Software Engineer,50-249 employees,1-2,Never,2020,10001.0,20000.0
329,30-34,Male,Japan,Master,Data Scientist,50-249 employees,15-19,Others,2020,40000.0,49999.0
330,25-29,Male,Argentina,Master,Machine Learning Engineer,"1000-9,999 employees",20+,Recently-started,2020,10001.0,20000.0
331,30-34,Male,Brazil,Doctoral,Data Scientist,50-249 employees,3-4,Exploring,2020,20001.0,30000.0
332,40-44,Male,Japan,Master,Data Scientist,250-999 employees,5-9,Recently-started,2020,50000.0,59999.0
333,25-29,Male,Brazil,Master,Data Scientist,50-249 employees,1-2,Exploring,2020,10001.0,20000.0
334,25-29,Male,India,Master,Data Scientist,"10,000 or more employees",1-2,Others,2020,10001.0,20000.0
335,60-69,Male,Poland,Doctoral,Data Scientist,"1000-9,999 employees",20+,Exploring,2020,70000.0,79999.0
336,25-29,Male,India,Master,Data Analyst,"10,000 or more employees",20+,Recently-started,2020,10001.0,20000.0
337,30-34,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",20+,Others,2020,10001.0,20000.0
338,30-34,Male,United States of America,Bachelor,Data Analyst,"1000-9,999 employees",10-14,Recently-started,2020,100000.0,124999.0
339,35-39,Male,India,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,20001.0,30000.0
340,45-49,Male,Russia,Master,Software Engineer,50-249 employees,0,Never,2020,10001.0,20000.0
341,25-29,Male,Portugal,Master,Research Scientist,0-49 employees,1-2,Never,2020,50000.0,59999.0
342,35-39,Male,United Arab Emirates,Bachelor,Product/Project Manager,0-49 employees,3-4,Exploring,2020,150000.0,199999.0
343,25-29,Male,"Iran, Islamic Republic of...",Master,Machine Learning Engineer,0-49 employees,1-2,Exploring,2020,100000.0,124999.0
344,25-29,Male,Taiwan,Master,Data Engineer,50-249 employees,3-4,Exploring,2020,10001.0,20000.0
345,45-49,Male,Japan,Master,Research Scientist,"1000-9,999 employees",0,Never,2020,50000.0,59999.0
346,30-34,Male,India,Bachelor,Software Engineer,0-49 employees,3-4,Recently-started,2020,60000.0,69999.0
347,30-34,Male,Sri Lanka,Master,Software Engineer,250-999 employees,20+,Never,2020,10001.0,20000.0
348,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Analyst,0-49 employees,1-2,Exploring,2020,40000.0,49999.0
349,30-34,Male,United States of America,Bachelor,Research Scientist,0-49 employees,3-4,Others,2020,100000.0,124999.0
350,45-49,Male,Poland,Master,DBA/Database Engineer,"1000-9,999 employees",10-14,Others,2020,50000.0,59999.0
351,25-29,Male,France,Doctoral,Research Scientist,"10,000 or more employees",20+,Recently-started,2020,20001.0,30000.0
352,35-39,Male,Germany,Professional degree,Data Scientist,"10,000 or more employees",20+,Recently-started,2020,100000.0,124999.0
353,35-39,Male,United States of America,Master,Data Analyst,"1000-9,999 employees",20+,Exploring,2020,70000.0,79999.0
354,35-39,Male,India,Bachelor,Data Engineer,0-49 employees,3-4,Well-establised,2020,20001.0,30000.0
355,25-29,Male,Germany,Master,Data Scientist,"1000-9,999 employees",3-4,Recently-started,2020,50000.0,59999.0
356,40-44,Male,India,Bachelor,Machine Learning Engineer,"1000-9,999 employees",10-14,Exploring,2020,125000.0,149999.0
357,30-34,Male,Colombia,Master,Data Scientist,50-249 employees,3-4,Recently-started,2020,20001.0,30000.0
358,30-34,Male,Australia,Master,Data Scientist,0-49 employees,0,Never,2020,60000.0,69999.0
359,25-29,Male,Germany,Master,Research Scientist,0-49 employees,1-2,Exploring,2020,50000.0,59999.0
360,25-29,Male,India,Master,Software Engineer,"1000-9,999 employees",15-19,Exploring,2020,20001.0,30000.0
361,50-54,Male,Turkey,Master,Machine Learning Engineer,0-49 employees,3-4,Exploring,2020,100000.0,124999.0
362,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,150000.0,199999.0
363,30-34,Female,Greece,Master,Software Engineer,50-249 employees,3-4,Well-establised,2020,20001.0,30000.0
364,25-29,Female,India,Master,Data Engineer,"10,000 or more employees",20+,Recently-started,2020,10001.0,20000.0
365,30-34,Male,Turkey,Master,Data Scientist,0-49 employees,1-2,Recently-started,2020,30000.0,39999.0
366,35-39,Male,Russia,Some college,Product/Project Manager,50-249 employees,1-2,Never,2020,10001.0,20000.0
367,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,0-49 employees,1-2,Exploring,2020,50000.0,59999.0
368,35-39,Female,United States of America,Master,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2020,125000.0,149999.0
369,35-39,Male,Viet Nam,Bachelor,Data Analyst,250-999 employees,5-9,Recently-started,2020,10001.0,20000.0
370,35-39,Male,Japan,Master,Data Analyst,"1000-9,999 employees",5-9,Others,2020,100000.0,124999.0
371,50-54,Male,South Africa,Doctoral,Data Scientist,0-49 employees,1-2,Exploring,2020,20001.0,30000.0
372,55-59,Male,Netherlands,Master,Data Scientist,50-249 employees,5-9,Well-establised,2020,90000.0,99999.0
373,40-44,Male,United States of America,Master,Data Engineer,0-49 employees,1-2,Recently-started,2020,30000.0,39999.0
374,40-44,Male,United States of America,Master,Data Analyst,0-49 employees,1-2,Exploring,2020,100000.0,124999.0
375,60-69,Male,United States of America,Bachelor,DBA/Database Engineer,0-49 employees,1-2,Recently-started,2020,100000.0,124999.0
376,45-49,Male,Ireland,Master,Data Scientist,0-49 employees,1-2,Recently-started,2020,80000.0,89999.0
377,45-49,Male,Belgium,Master,Software Engineer,"1000-9,999 employees",10-14,Exploring,2020,40000.0,49999.0
378,30-34,Male,Germany,Bachelor,Data Analyst,"1000-9,999 employees",20+,Well-establised,2020,40000.0,49999.0
379,25-29,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",3-4,Others,2020,100000.0,124999.0
380,60-69,Female,United States of America,Doctoral,Data Scientist,0-49 employees,1-2,Well-establised,2020,100000.0,124999.0
381,25-29,Female,Singapore,Bachelor,Business Analyst,50-249 employees,3-4,Well-establised,2020,50000.0,59999.0
382,30-34,Male,United States of America,Doctoral,Data Scientist,250-999 employees,3-4,Recently-started,2020,150000.0,199999.0
383,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,40000.0,49999.0
384,22-24,Male,South Korea,Bachelor,Machine Learning Engineer,50-249 employees,1-2,Recently-started,2020,50000.0,59999.0
385,40-44,Female,Singapore,Doctoral,Software Engineer,"1000-9,999 employees",0,Exploring,2020,50000.0,59999.0
386,30-34,Male,Netherlands,Master,Machine Learning Engineer,"1000-9,999 employees",3-4,Others,2020,60000.0,69999.0
387,50-54,Male,Italy,Master,Data Engineer,250-999 employees,1-2,Exploring,2020,40000.0,49999.0
388,55-59,Male,India,Master,Product/Project Manager,0-49 employees,0,Exploring,2020,60000.0,69999.0
389,30-34,Male,United States of America,Master,Data Scientist,"10,000 or more employees",1-2,Well-establised,2020,150000.0,199999.0
390,35-39,Male,Japan,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,80000.0,89999.0
391,60-69,Male,Brazil,Bachelor,Data Analyst,"10,000 or more employees",0,Never,2020,10001.0,20000.0
392,40-44,Male,India,Master,Data Analyst,0-49 employees,1-2,Never,2020,10001.0,20000.0
393,40-44,Male,Canada,Professional degree,Machine Learning Engineer,"1000-9,999 employees",20+,Well-establised,2020,250000.0,299999.0
394,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Machine Learning Engineer,50-249 employees,20+,Well-establised,2020,70000.0,79999.0
395,30-34,Male,Sweden,Master,Statistician,50-249 employees,5-9,Exploring,2020,50000.0,59999.0
396,50-54,Male,Colombia,Master,Data Engineer,250-999 employees,1-2,Exploring,2020,60000.0,69999.0
397,45-49,Male,Canada,Some college,Data Engineer,0-49 employees,1-2,Exploring,2020,80000.0,89999.0
398,40-44,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,125000.0,149999.0
